ID,CONTINENT,COUNTRY,YEAR,EXPENDITURE
1,ASIA,AFGHANISTAN,2008,8
2,ASIA,AFGHANISTAN,2009,36
3,ASIA,AFGHANISTAN,2010,75
4,ASIA,AFGHANISTAN,2011,85
5,ASIA,AFGHANISTAN,2012,102
6,ASIA,AFGHANISTAN,2013,138
7,ASIA,AFGHANISTAN,2014,109
8,ASIA,AFGHANISTAN,2015,79
9,ASIA,AFGHANISTAN,2016,49
10,ASIA,AFGHANISTAN,2017,2
11,ASIA,AFGHANISTAN,2018,28
12,EUROPE,ALBANIA,2008,1850
13,EUROPE,ALBANIA,2009,2013
14,EUROPE,ALBANIA,2010,1778
15,EUROPE,ALBANIA,2011,1833
16,EUROPE,ALBANIA,2012,1623
17,EUROPE,ALBANIA,2013,1670
18,EUROPE,ALBANIA,2014,1849
19,EUROPE,ALBANIA,2015,1613
20,EUROPE,ALBANIA,2016,1821
21,EUROPE,ALBANIA,2017,2050
22,EUROPE,ALBANIA,2018,2306
23,AFRICA,ANGOLA,2008,293
24,AFRICA,ANGOLA,2009,554
25,AFRICA,ANGOLA,2010,726
26,AFRICA,ANGOLA,2011,653
27,AFRICA,ANGOLA,2012,711
28,AFRICA,ANGOLA,2013,1241
29,AFRICA,ANGOLA,2014,1597
30,AFRICA,ANGOLA,2015,1171
31,AFRICA,ANGOLA,2016,628
32,AFRICA,ANGOLA,2017,884
33,AFRICA,ANGOLA,2018,557
34,SOUTH AMERICA,ARGENTINA,2008,5273
35,SOUTH AMERICA,ARGENTINA,2009,4455
36,SOUTH AMERICA,ARGENTINA,2010,5605
37,SOUTH AMERICA,ARGENTINA,2011,6058
38,SOUTH AMERICA,ARGENTINA,2012,5665
39,SOUTH AMERICA,ARGENTINA,2013,5199
40,SOUTH AMERICA,ARGENTINA,2014,5645
41,SOUTH AMERICA,ARGENTINA,2015,5441
42,SOUTH AMERICA,ARGENTINA,2016,5466
43,SOUTH AMERICA,ARGENTINA,2017,5835
44,SOUTH AMERICA,ARGENTINA,2018,5999
45,ASIA,ARMENIA,2008,564
46,ASIA,ARMENIA,2009,570
47,ASIA,ARMENIA,2010,694
48,ASIA,ARMENIA,2011,762
49,ASIA,ARMENIA,2012,853
50,ASIA,ARMENIA,2013,905
51,ASIA,ARMENIA,2014,994
52,ASIA,ARMENIA,2015,956
53,ASIA,ARMENIA,2016,988
54,ASIA,ARMENIA,2017,1140
55,ASIA,ARMENIA,2018,1237
56,NORTH AMERICA,ARUBA,2008,1352
57,NORTH AMERICA,ARUBA,2009,1223
58,NORTH AMERICA,ARUBA,2010,1254
59,NORTH AMERICA,ARUBA,2011,1358
60,NORTH AMERICA,ARUBA,2012,1412
61,NORTH AMERICA,ARUBA,2013,1506
62,NORTH AMERICA,ARUBA,2014,1756
63,NORTH AMERICA,ARUBA,2015,1808
64,NORTH AMERICA,ARUBA,2016,1764
65,NORTH AMERICA,ARUBA,2017,1857
66,NORTH AMERICA,ARUBA,2018,2024
67,OCEANIA,AUSTRALIA,2008,27189
68,OCEANIA,AUSTRALIA,2009,26909
69,OCEANIA,AUSTRALIA,2010,31064
70,OCEANIA,AUSTRALIA,2011,34315
71,OCEANIA,AUSTRALIA,2012,34137
72,OCEANIA,AUSTRALIA,2013,32889
73,OCEANIA,AUSTRALIA,2014,35736
74,OCEANIA,AUSTRALIA,2015,36249
75,OCEANIA,AUSTRALIA,2016,39059
76,OCEANIA,AUSTRALIA,2017,43975
77,OCEANIA,AUSTRALIA,2018,47327
78,ASIA,AZERBAIJAN,2008,382
79,ASIA,AZERBAIJAN,2009,545
80,ASIA,AZERBAIJAN,2010,792
81,ASIA,AZERBAIJAN,2011,1500
82,ASIA,AZERBAIJAN,2012,2634
83,ASIA,AZERBAIJAN,2013,2618
84,ASIA,AZERBAIJAN,2014,2713
85,ASIA,AZERBAIJAN,2015,2535
86,ASIA,AZERBAIJAN,2016,2855
87,ASIA,AZERBAIJAN,2017,3214
88,ASIA,AZERBAIJAN,2018,2830
89,NORTH AMERICA,BAHAMAS,2008,2155
90,NORTH AMERICA,BAHAMAS,2009,2025
91,NORTH AMERICA,BAHAMAS,2010,2159
92,NORTH AMERICA,BAHAMAS,2011,2157
93,NORTH AMERICA,BAHAMAS,2012,2333
94,NORTH AMERICA,BAHAMAS,2013,2305
95,NORTH AMERICA,BAHAMAS,2014,2336
96,NORTH AMERICA,BAHAMAS,2015,2554
97,NORTH AMERICA,BAHAMAS,2016,3091
98,NORTH AMERICA,BAHAMAS,2017,3017
99,NORTH AMERICA,BAHAMAS,2018,3383
100,ASIA,BAHRAIN,2008,1927
101,ASIA,BAHRAIN,2009,1873
102,ASIA,BAHRAIN,2010,2163
103,ASIA,BAHRAIN,2011,1766
104,ASIA,BAHRAIN,2012,1752
105,ASIA,BAHRAIN,2013,1875
106,ASIA,BAHRAIN,2014,1913
107,ASIA,BAHRAIN,2015,2827
108,ASIA,BAHRAIN,2016,4021
109,ASIA,BAHRAIN,2017,4380
110,ASIA,BAHRAIN,2018,3834
111,EUROPE,BELARUS,2008,585
112,EUROPE,BELARUS,2009,563
113,EUROPE,BELARUS,2010,665
114,EUROPE,BELARUS,2011,747
115,EUROPE,BELARUS,2012,986
116,EUROPE,BELARUS,2013,1156
117,EUROPE,BELARUS,2014,1230
118,EUROPE,BELARUS,2015,1013
119,EUROPE,BELARUS,2016,1019
120,EUROPE,BELARUS,2017,1124
121,EUROPE,BELARUS,2018,1221
122,ASIA,BHUTAN,2008,47
123,ASIA,BHUTAN,2009,51
124,ASIA,BHUTAN,2010,64
125,ASIA,BHUTAN,2011,76
126,ASIA,BHUTAN,2012,93
127,ASIA,BHUTAN,2013,116
128,ASIA,BHUTAN,2014,99
129,ASIA,BHUTAN,2015,120
130,ASIA,BHUTAN,2016,139
131,ASIA,BHUTAN,2017,153
132,ASIA,BHUTAN,2018,121
133,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2008,302
134,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2009,306
135,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2010,339
136,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2011,499
137,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2012,631
138,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2013,639
139,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2014,746
140,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2015,810
141,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2016,827
142,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2017,912
143,SOUTH AMERICA,"BOLIVIA, PLURINATIONAL STATE OF",2018,970
144,EUROPE,BOSNIA AND HERZEGOVINA,2008,913
145,EUROPE,BOSNIA AND HERZEGOVINA,2009,753
146,EUROPE,BOSNIA AND HERZEGOVINA,2010,662
147,EUROPE,BOSNIA AND HERZEGOVINA,2011,722
148,EUROPE,BOSNIA AND HERZEGOVINA,2012,686
149,EUROPE,BOSNIA AND HERZEGOVINA,2013,752
150,EUROPE,BOSNIA AND HERZEGOVINA,2014,755
151,EUROPE,BOSNIA AND HERZEGOVINA,2015,795
152,EUROPE,BOSNIA AND HERZEGOVINA,2016,876
153,EUROPE,BOSNIA AND HERZEGOVINA,2017,985
154,EUROPE,BOSNIA AND HERZEGOVINA,2018,1081
155,AFRICA,BOTSWANA,2008,511
156,AFRICA,BOTSWANA,2009,664
157,AFRICA,BOTSWANA,2010,440
158,AFRICA,BOTSWANA,2011,468
159,AFRICA,BOTSWANA,2012,516
160,AFRICA,BOTSWANA,2013,484
161,AFRICA,BOTSWANA,2014,529
162,AFRICA,BOTSWANA,2015,534
163,AFRICA,BOTSWANA,2016,505
164,AFRICA,BOTSWANA,2017,542
165,AFRICA,BOTSWANA,2018,575
166,SOUTH AMERICA,BRAZIL,2008,6109
167,SOUTH AMERICA,BRAZIL,2009,5635
168,SOUTH AMERICA,BRAZIL,2010,5522
169,SOUTH AMERICA,BRAZIL,2011,6370
170,SOUTH AMERICA,BRAZIL,2012,6623
171,SOUTH AMERICA,BRAZIL,2013,6784
172,SOUTH AMERICA,BRAZIL,2014,7405
173,SOUTH AMERICA,BRAZIL,2015,6254
174,SOUTH AMERICA,BRAZIL,2016,6613
175,SOUTH AMERICA,BRAZIL,2017,6175
176,SOUTH AMERICA,BRAZIL,2018,6324
177,EUROPE,BULGARIA,2008,4852
178,EUROPE,BULGARIA,2009,4273
179,EUROPE,BULGARIA,2010,3807
180,EUROPE,BULGARIA,2011,4297
181,EUROPE,BULGARIA,2012,3975
182,EUROPE,BULGARIA,2013,4410
183,EUROPE,BULGARIA,2014,4518
184,EUROPE,BULGARIA,2015,3583
185,EUROPE,BULGARIA,2016,4164
186,EUROPE,BULGARIA,2017,4678
187,EUROPE,BULGARIA,2018,5072
188,AFRICA,CABO VERDE,2008,432
189,AFRICA,CABO VERDE,2009,349
190,AFRICA,CABO VERDE,2010,387
191,AFRICA,CABO VERDE,2011,438
192,AFRICA,CABO VERDE,2012,452
193,AFRICA,CABO VERDE,2013,483
194,AFRICA,CABO VERDE,2014,453
195,AFRICA,CABO VERDE,2015,380
196,AFRICA,CABO VERDE,2016,397
197,AFRICA,CABO VERDE,2017,450
198,AFRICA,CABO VERDE,2018,524
199,ASIA,CAMBODIA,2008,1280
200,ASIA,CAMBODIA,2009,1463
201,ASIA,CAMBODIA,2010,1671
202,ASIA,CAMBODIA,2011,2258
203,ASIA,CAMBODIA,2012,2663
204,ASIA,CAMBODIA,2013,2895
205,ASIA,CAMBODIA,2014,3220
206,ASIA,CAMBODIA,2015,3419
207,ASIA,CAMBODIA,2016,3523
208,ASIA,CAMBODIA,2017,4024
209,ASIA,CAMBODIA,2018,4832
210,AFRICA,CAMEROON,2008,167
211,AFRICA,CAMEROON,2009,271
212,AFRICA,CAMEROON,2010,171
213,AFRICA,CAMEROON,2011,423
214,AFRICA,CAMEROON,2012,377
215,AFRICA,CAMEROON,2013,607
216,AFRICA,CAMEROON,2014,629
217,AFRICA,CAMEROON,2015,476
218,AFRICA,CAMEROON,2016,508
219,AFRICA,CAMEROON,2017,543
220,AFRICA,CAMEROON,2018,633
221,NORTH AMERICA,CAYMAN ISLANDS,2008,518
222,NORTH AMERICA,CAYMAN ISLANDS,2009,458
223,NORTH AMERICA,CAYMAN ISLANDS,2010,465
224,NORTH AMERICA,CAYMAN ISLANDS,2011,472
225,NORTH AMERICA,CAYMAN ISLANDS,2012,489
226,NORTH AMERICA,CAYMAN ISLANDS,2013,500
227,NORTH AMERICA,CAYMAN ISLANDS,2014,565
228,NORTH AMERICA,CAYMAN ISLANDS,2015,680
229,NORTH AMERICA,CAYMAN ISLANDS,2016,696
230,NORTH AMERICA,CAYMAN ISLANDS,2017,782
231,NORTH AMERICA,CAYMAN ISLANDS,2018,880
232,SOUTH AMERICA,CHILE,2008,2481
233,SOUTH AMERICA,CHILE,2009,2380
234,SOUTH AMERICA,CHILE,2010,2362
235,SOUTH AMERICA,CHILE,2011,2723
236,SOUTH AMERICA,CHILE,2012,3158
237,SOUTH AMERICA,CHILE,2013,3171
238,SOUTH AMERICA,CHILE,2014,3202
239,SOUTH AMERICA,CHILE,2015,3412
240,SOUTH AMERICA,CHILE,2016,3744
241,SOUTH AMERICA,CHILE,2017,4372
242,SOUTH AMERICA,CHILE,2018,3972
243,SOUTH AMERICA,COLOMBIA,2008,2936
244,SOUTH AMERICA,COLOMBIA,2009,3050
245,SOUTH AMERICA,COLOMBIA,2010,3441
246,SOUTH AMERICA,COLOMBIA,2011,3801
247,SOUTH AMERICA,COLOMBIA,2012,4363
248,SOUTH AMERICA,COLOMBIA,2013,4759
249,SOUTH AMERICA,COLOMBIA,2014,4887
250,SOUTH AMERICA,COLOMBIA,2015,5235
251,SOUTH AMERICA,COLOMBIA,2016,5584
252,SOUTH AMERICA,COLOMBIA,2017,5882
253,SOUTH AMERICA,COLOMBIA,2018,6617
254,NORTH AMERICA,COSTA RICA,2008,2811
255,NORTH AMERICA,COSTA RICA,2009,2216
256,NORTH AMERICA,COSTA RICA,2010,2426
257,NORTH AMERICA,COSTA RICA,2011,2646
258,NORTH AMERICA,COSTA RICA,2012,2773
259,NORTH AMERICA,COSTA RICA,2013,3171
260,NORTH AMERICA,COSTA RICA,2014,3137
261,NORTH AMERICA,COSTA RICA,2015,3408
262,NORTH AMERICA,COSTA RICA,2016,3776
263,NORTH AMERICA,COSTA RICA,2017,3826
264,NORTH AMERICA,COSTA RICA,2018,3995
265,EUROPE,CROATIA,2008,11615
266,EUROPE,CROATIA,2009,9300
267,EUROPE,CROATIA,2010,8299
268,EUROPE,CROATIA,2011,9598
269,EUROPE,CROATIA,2012,8912
270,EUROPE,CROATIA,2013,9715
271,EUROPE,CROATIA,2014,10079
272,EUROPE,CROATIA,2015,9018
273,EUROPE,CROATIA,2016,9820
274,EUROPE,CROATIA,2017,11128
275,EUROPE,CROATIA,2018,12075
276,NORTH AMERICA,CUBA,2008,2535
277,NORTH AMERICA,CUBA,2009,2249
278,NORTH AMERICA,CUBA,2010,2396
279,NORTH AMERICA,CUBA,2011,2503
280,NORTH AMERICA,CUBA,2012,2614
281,NORTH AMERICA,CUBA,2013,2608
282,NORTH AMERICA,CUBA,2014,2546
283,NORTH AMERICA,CUBA,2015,2819
284,NORTH AMERICA,CUBA,2016,3069
285,NORTH AMERICA,CUBA,2017,3302
286,NORTH AMERICA,CUBA,2018,2969
287,NORTH AMERICA,CURACAO,2008,383
288,NORTH AMERICA,CURACAO,2009,378
289,NORTH AMERICA,CURACAO,2010,438
290,NORTH AMERICA,CURACAO,2011,540
291,NORTH AMERICA,CURACAO,2012,676
292,NORTH AMERICA,CURACAO,2013,778
293,NORTH AMERICA,CURACAO,2014,820
294,NORTH AMERICA,CURACAO,2015,712
295,NORTH AMERICA,CURACAO,2016,644
296,NORTH AMERICA,CURACAO,2017,572
297,NORTH AMERICA,CURACAO,2018,605
298,EUROPE,CYPRUS,2008,3232
299,EUROPE,CYPRUS,2009,2476
300,EUROPE,CYPRUS,2010,2137
301,EUROPE,CYPRUS,2011,2603
302,EUROPE,CYPRUS,2012,2603
303,EUROPE,CYPRUS,2013,2930
304,EUROPE,CYPRUS,2014,2924
305,EUROPE,CYPRUS,2015,2526
306,EUROPE,CYPRUS,2016,2870
307,EUROPE,CYPRUS,2017,3274
308,EUROPE,CYPRUS,2018,3449
309,EUROPE,CZECH REPUBLIC,2008,9228
310,EUROPE,CZECH REPUBLIC,2009,8164
311,EUROPE,CZECH REPUBLIC,2010,8068
312,EUROPE,CZECH REPUBLIC,2011,8930
313,EUROPE,CZECH REPUBLIC,2012,8174
314,EUROPE,CZECH REPUBLIC,2013,7792
315,EUROPE,CZECH REPUBLIC,2014,7614
316,EUROPE,CZECH REPUBLIC,2015,6766
317,EUROPE,CZECH REPUBLIC,2016,7041
318,EUROPE,CZECH REPUBLIC,2017,7695
319,EUROPE,CZECH REPUBLIC,2018,8291
320,SOUTH AMERICA,ECUADOR,2008,745
321,SOUTH AMERICA,ECUADOR,2009,674
322,SOUTH AMERICA,ECUADOR,2010,786
323,SOUTH AMERICA,ECUADOR,2011,849
